nameFirst,nameLast,yearID,Glf,Gcf,Grf
Kid,Baldwin,1886,0,5,1
Lady,Baldwin,1886,2,0,0
Sam,Barkley,1886,8,0,0
Billy,Barnie,1886,0,1,0
Gene,Bagley,1886,0,0,2
Steve,Behel,1886,26,33,0
Charlie,Bennett,1886,3,0,1
Henry,Boyle,1886,0,5,1
Steve,Brady,1886,0,0,123
Fatty,Briody,1886,0,1,1
Fred,Mauer,1886,0,1,0
Pete,Browning,1886,31,82,0
Tom,Brown,1886,1,1,115
Charlie,Buffinton,1886,0,1,8
Ernie,Burch,1886,113,0,0
John,Cahill,1886,0,1,123
Cliff,Carroll,1886,109,1,1
Fred,Carroll,1886,15,10,2
Bob,Caruthers,1886,1,0,42
Dan,Casey,1886,2,2,1
"Ice Box",Chamberlain,1886,0,0,2
Bob,Clark,1886,6,1,11
John,Clarkson,1886,2,0,3
Jack,Clements,1886,1,0,6
Jim,Clinton,1886,0,23,0
John,Coleman,1886,0,5,110
John,Coleman,1886,11,0,0
Hub,Collins,1886,22,2,0
Charlie,Comiskey,1886,0,0,2
Red,Connally,1886,0,2,0
Dick,Conway,1886,0,1,0
Pete,Conway,1886,3,20,8
Pete,Conway,1886,1,0,0
Paul,Cook,1886,1,0,1
Larry,Corcoran,1886,0,0,1
Larry,Corcoran,1886,0,0,11
Pop,Corkhill,1886,0,0,112
Ed,Crane,1886,8,9,51
Sam,Crane,1886,1,0,3
Amos,Cross,1886,1,0,0
Andy,Cusick,1886,1,0,2
Con,Daily,1886,1,0,0
Ed,Daily,1886,13,11,32
Abner,Dalrymple,1886,82,0,0
Pat,Dealy,1886,1,0,0
Pat,Deasley,1886,1,6,8
Harry,Decker,1886,1,0,0
Frank,Diven,1886,0,0,1
Tom,Dolan,1886,3,0,0
Jim,Donahue,1886,12,21,1
Mike,Dorgan,1886,6,1,110
Dan,Dugdale,1886,0,1,5
Fred,Dunlap,1886,0,1,0
Bones,Ely,1886,4,1,0
Buck,Ewing,1886,2,18,3
Joe,Farrell,1886,0,1,0
Charlie,Ferguson,1886,8,5,14
Bill,Finley,1886,0,7,1
Jocko,Flynn,1886,5,3,20
Jim,Fogarty,1886,0,1,59
Tom,Forster,1886,2,2,0
Elmer,Foster,1886,9,5,0
Dave,Foutz,1886,0,0,34
Ed,Fuller,1886,0,0,1
Chris,Fulmer,1886,6,5,1
Charlie,Ganzel,1886,7,0,0
Pretzels,Getzien,1886,1,0,0
Patrick,Gillespie,1886,95,1,1
Barney,Gilligan,1886,1,6,7
Jack,Glasscock,1886,0,0,1
Ed,Glenn,1886,71,0,0
Walt,Goldsby,1886,0,5,1
George,Gore,1886,0,115,3
Frank,Graves,1886,0,3,0
Ed,Greer,1886,9,0,0
Ed,Greer,1886,0,66,4
Mert,Hackett,1886,0,6,7
Jim,Handiboe,1886,0,0,2
Ned,Hanlon,1886,0,126,0
Lou,Hardie,1886,0,0,2
John,Harkins,1886,1,1,6
Jackie,Hayes,1886,1,4,7
Egyptian,Healy,1886,1,0,0
Guy,Hecker,1886,6,0,11
Paul,Hines,1886,1,91,0
Bill,Holbert,1886,0,3,0
Buster,Hoover,1886,0,40,0
Joe,Hornung,1886,94,0,0
Sadie,Houck,1886,0,1,0
Myron,Allen,1887,73,1,41
Ed,Andrews,1887,0,99,0
Tug,Arundel,1887,0,0,2
Al,Atkinson,1887,0,2,2
Kid,Baldwin,1887,2,0,0
Mark,Baldwin,1887,1,1,3
Ed,Beecher,1887,18,22,1
Charlie,Bennett,1887,1,0,0
Henry,Boyle,1887,2,1,1
Jack,Boyle,1887,0,0,2
Pete,Browning,1887,0,134,0
Tom,Brown,1887,0,47,0
Tom,Brown,1887,0,17,19
William,Brown,1887,0,0,2
Charlie,Buffinton,1887,7,7,8
Ernie,Burch,1887,49,0,0
William,Burke,1887,0,0,1
Tom,Burns,1887,6,2,0
Doc,Bushong,1887,0,0,2
John,Cahill,1887,0,3,53
Cliff,Carroll,1887,102,1,0
Fred,Carroll,1887,8,33,5
Scrappy,Carroll,1887,14,0,40
Bob,Caruthers,1887,3,2,50
Dan,Casey,1887,0,0,1
"Ice Box",Chamberlain,1887,1,0,1
Bob,Clark,1887,0,0,3
John,Clarkson,1887,1,0,4
John,Coleman,1887,0,2,113
Hub,Collins,1887,109,0,0
Charlie,Comiskey,1887,0,0,3
Dick,Conway,1887,3,0,14
Pete,Conway,1887,8,0,0
Larry,Corcoran,1887,0,1,1
Pop,Corkhill,1887,0,121,7
Amos,Cross,1887,0,0,1
Lave,Cross,1887,3,1,6
Ed,Cushman,1887,0,1,0
Ed,Daily,1887,1,20,1
Ed,Daily,1887,0,0,77
Abner,Dalrymple,1887,92,0,0
Tom,Daly,1887,2,3,3
Law,Daniels,1887,10,5,0
Dell,Darling,1887,0,0,20
Pat,Dealy,1887,4,1,0
Jerry,Denny,1887,0,0,1
Jim,Donahue,1887,0,2,3
Mike,Dorgan,1887,1,0,68
Dude,Esterbrook,1887,0,3,5
Frederick,Fass,1887,0,1,1
